ID,Titolo,Generi,Punteggio Medio,Rank,Popolarità,Stato,Autori
63535,Amaama to Inazuma,"Childcare, Comedy, Gourmet, Iyashikei, Seinen, Slice of Life",8.13,559,738,finished,Gido Amagakure
80841,Hakumei to Mikochi,"Fantasy, Iyashikei, Seinen, Slice of Life",8.12,560,2376,currently_publishing,Takuto Kashiki
463,NHK ni Youkoso!,"Comedy, Drama, Otaku Culture, Psychological, Romance, Shounen",8.12,561,283,finished,"Kenji Ooiwa, Tatsuhiko Takimoto"
635,God Child,"Boys Love, Historical, Horror, Mystery, Shoujo, Supernatural",8.12,562,987,finished,Kaori Yuki
792,City Hunter,"Adventure, Comedy, Detective, Shounen",8.12,563,1193,finished,Tsukasa Hojo
7010,NG Life,"Comedy, Drama, Historical, Reincarnation, Romance, Shoujo, Supernatural",8.12,565,1786,finished,Mizuho Kusanagi
10010,Beelzebub,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",8.12,566,119,finished,Ryuuhei Tamura
89960,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,"Drama, Fantasy, Isekai, Psychological, Seinen, Suspense, Time Travel",8.12,568,1726,finished,"Daichi Matsuse, Tappei Nagatsuki"
99969,Sabishisugite Lesbian Fuuzoku ni Ikimashita Report,"Memoir, Slice of Life",8.12,569,322,finished,Kabi Nagata
24294,Ao Haru Ride,"Romance, School, Shoujo",8.12,571,45,finished,Io Sakisaka
21054,Touhou Ibara Kasen: Wild and Horned Hermit.,"Fantasy, Slice of Life",8.11,572,2524,finished," ZUN, Aya Azuma"
36933,Ore Monogatari!!,"Award Winning, Comedy, Romance, Shoujo",8.11,573,524,finished,"Kazune Kawahara,  Aruko"
20,Hikaru no Go,"Award Winning, Comedy, Drama, Shounen, Strategy Game, Supernatural",8.11,574,380,finished,"Takeshi Obata, Yumi Hotta"
338,Chrno Crusade,"Action, Adventure, Drama, Fantasy, Romance, Sci-Fi, Shounen, Supernatural",8.11,575,654,finished,Daisuke Moriyama
1101,Akumetsu,"Action, Detective, Drama, Psychological, Shounen, Suspense",8.11,577,238,finished,"Yoshiaki Tabata, Yuuki Yugo"
1365,Kaze to Ki no Uta,"Award Winning, Boys Love, Drama, Historical, Shoujo",8.11,578,2091,finished,Keiko Takemiya
3403,Rosario to Vampire: Season II,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Supernatural, Vampire",8.11,579,245,finished,Akihisa Ikeda
4423,Oooku,"Award Winning, Drama, Historical, Samurai, Shoujo",8.11,580,1818,finished,Fumi Yoshinaga
4945,Ginga Nagareboshi Gin,"Anthropomorphic, Award Winning, Shounen",8.11,581,4671,finished,Yoshihiro Takahashi
7760,Hanma Baki,"Action, Adventure, Gore, Martial Arts",8.11,582,749,finished,Keisuke Itagaki
8300,Baby Steps,"Award Winning, School, Shounen, Sports",8.11,583,729,finished,Hikaru Katsuki
153158,Telework Yotabanashi,"Adult Cast, Romance, Seinen",8.11,585,1055,finished,Kintetsu Yamada
154679,Hotaru no Yomeiri,"Historical, Romance",8.11,586,941,currently_publishing,Oreco Tachibana
107948,Hitori Koukan Nikki,"Memoir, Slice of Life",8.11,587,1059,finished,Kabi Nagata
20554,Kocchi Muite! Miiko,"Award Winning, Comedy, Shoujo, Slice of Life",8.1,589,11720,currently_publishing,Eriko Ono
27029,Ouran Koukou Host Club University Special,"Comedy, Crossdressing, Drama, Harem, Romance, School, Shoujo",8.1,591,2900,finished,Bisco Hatori
48025,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Shounen",8.1,593,523,finished,"Shinobu Ohtaka, Yoshifumi Ohtera"
70259,Mushoku Tensei: Isekai Ittara Honki Dasu,"Fantasy, Isekai, Reincarnation, Seinen",8.1,594,122,currently_publishing,"Yuka Fujikawa,  Rifujin na Magonote"
80281,Girls & Panzer: Ribbon no Musha,"Comedy, Military, School, Seinen",8.1,595,5431,finished,"Takeshi Nogami, Takaaki Suzuki"
138407,"Natsu e no Tunnel, Sayonara no Deguchi: Gunjou","Drama, Mystery, Sci-Fi",8.1,596,4427,finished," Koudon, Mei Hachimoku"
148467,Super no Ura de Yani Suu Futari,"Adult Cast, Love Status Quo, Romance",8.1,597,356,currently_publishing, Jinushi
159130,Nick to Lever,"Comedy, Gag Humor, Seinen",8.1,599,6424,finished,Kyougorou Miyata
47,Katekyou Hitman Reborn!,"Action, Comedy, Organized Crime, School, Shounen, Super Power",8.1,600,107,finished,Akira Amano
339,Sakigake!! Cromartie Koukou,"Award Winning, Comedy, Delinquents, Gag Humor, Shounen",8.1,601,1447,finished,Eiji Nonaka
872,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Action, Adventure, Shounen, Supernatural",8.1,602,147,finished,Hirohiko Araki
908,Soul Eater,"Action, Comedy, Fantasy, Shounen",8.1,603,43,finished,Atsushi Ookubo
1258,Higurashi no Naku Koro ni: Watanagashi-hen,"Drama, Horror, Mystery, Psychological, Shounen",8.1,604,1042,finished,"Yutori Houjou,  Ryukishi07"
9296,Seven Days,"Boys Love, School, Slice of Life",8.1,605,312,finished,"Rihito Takarai, Venio Tachibana"
10447,Getter Robo Go,"Action, Mecha, Sci-Fi, Shounen",8.1,606,4951,finished,Ken Ishikawa
11243,Kono Sekai no Katasumi ni,"Award Winning, Drama, Historical, Seinen",8.1,596,2325,finished,Fumiyo Kouno
11652,Kuroko no Basket,"Comedy, School, Shounen, Sports, Team Sports",8.1,608,216,finished,Tadatoshi Fujimaki
13702,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo",8.1,609,130,finished, Robico
112090,Hidamari ga Kikoeru: Koufukuron,"Boys Love, School, Slice of Life",8.1,610,2748,finished,Yuki Fumino
112922,Gokushufudou,"Adult Cast, Comedy, Organized Crime",8.1,611,103,currently_publishing,Kousuke Oono
124094,Jibaku Shounen Hanako-kun 0,"School, Supernatural",8.09,615,1690,finished,Iro Aida
19709,Gabai: Saga no Gabai Baachan,"Comedy, Historical, Seinen, Slice of Life",8.09,617,7923,finished,"Yoshichi Shimada, Saburou Ishikawa"
41435,K: Memory of Red,"Action, Martial Arts, Shoujo, Supernatural",8.09,618,1962,finished,"Yui Kuroe,  GoRA"
27,X,"Action, Drama, Fantasy, Psychological, Shoujo, Super Power, Supernatural",8.09,620,706,on_hiatus, CLAMP
564,Gantz,"Action, Drama, Gore, Horror, Psychological, Sci-Fi, Seinen, Supernatural, Survival",8.09,621,30,finished,Hiroya Oku
674,Majin Tantei Nougami Neuro,"Detective, Mystery, Shounen, Supernatural",8.09,622,955,finished,Yuusei Matsui
928,Pocket Monsters Special,"Action, Adventure, Kids",8.09,623,329,currently_publishing,"Hidenori Kusaka, Satoshi Yamamoto,  Mato"
1149,Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",8.09,624,373,finished,"Tetsuo Hara,  Buronson"
1257,Higurashi no Naku Koro ni: Onikakushi-hen,"Drama, Horror, Mystery, Psychological",8.09,625,695,finished,"Karin Suzuragi,  Ryukishi07"
3097,Futatsu no Spica,"Drama, Fantasy, Sci-Fi, Seinen, Slice of Life, Supernatural",8.09,626,3259,finished,Kou Yaginuma
7749,Oresama Teacher,"Comedy, Delinquents, School, Shoujo",8.09,627,477,finished,Izumi Tsubaki
62671,Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,"Drama, Fantasy, Mahou Shoujo, Psychological",8.09,628,2744,finished," Magica Quartet,  Hanokage"
78537,Karakai Jouzu no Takagi-san,"Award Winning, Comedy, Love Status Quo, Romance, School, Shounen",8.09,630,201,finished,Souichirou Yamamoto
24457,Mahou Shoujo Madoka★Magica,"Drama, Fantasy, Horror, Mahou Shoujo, School",8.08,631,450,finished," Magica Quartet,  Hanokage"
26178,Donten ni Warau,"Action, Historical, Shoujo, Supernatural",8.08,632,829,finished,Kemuri Karakara
44523,Touhou Suzunaan: Forbidden Scrollery.,Fantasy,8.08,633,2551,finished," ZUN, Moe Harukawa"
119931,One Room Angel,"Boys Love, Drama, Supernatural",8.08,634,3027,finished, Harada
121303,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,"Adult Cast, Boys Love, Comedy, Supernatural, Workplace",8.08,635,2333,currently_publishing,Yuu Toyota
11,Naruto,"Action, Adventure, Fantasy, Martial Arts, Shounen",8.08,636,12,finished,Masashi Kishimoto
393,Kindaichi Shounen no Jikenbo: File Series,"Award Winning, Detective, Drama, Mystery, Shounen, Supernatural",8.08,637,3028,finished,"Shin Kibayashi, Youzaburou Kanari, Fumiya Satou"
591,Koukou Debut,"Comedy, Romance, School, Shoujo",8.08,638,252,finished,Kazune Kawahara
988,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Drama, Ecchi, Martial Arts, Shounen",8.08,639,234,finished,Syun Matsuena
3574,Tobaku Datenroku Kaiji,"Adult Cast, Drama, Psychological, Seinen, Strategy Game",8.08,640,1559,finished,Nobuyuki Fukumoto
95964,Kekkai Sensen: Back 2 Back,"Action, Fantasy, Shounen, Super Power, Urban Fantasy, Vampire",8.08,641,4346,finished,Yasuhiro Nightow
108187,Karakai Jouzu no (Moto) Takagi-san,"Comedy, Iyashikei, Romance, Slice of Life",8.08,642,384,finished,Mifumi Inaba
108696,Runway de Waratte,"Drama, Shounen, Showbiz, Visual Arts",8.08,643,1110,finished,Kotoba Inoya
139104,"Hikaeme ni Ittemo, Kore wa Ai","Romance, Shoujo",8.07,645,1511,currently_publishing,Momo Fuji
142799,Goukon ni Ittara Onna ga Inakatta Hanashi,"Adult Cast, Comedy, Crossdressing, Romance",8.07,646,3554,currently_publishing,Nana Aokawa
89467,Hitoribocchi no ○○ Seikatsu,"Comedy, School, Shounen, Slice of Life",8.07,648,777,finished, Katsuwo
115710,Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou,"Action, Shounen, Supernatural",8.07,651,126,finished,Gege Akutami
633,Beauty Pop,"Comedy, Romance, School, Shoujo",8.07,654,667,finished,Kiyoko Arai
655,Boku no Chikyuu wo Mamotte,"Drama, Fantasy, Mystery, Reincarnation, Romance, Sci-Fi, Shoujo, Space",8.07,655,1673,finished,Saki Hiwatari
3102,Girl Friends,"Girls Love, School, Seinen",8.07,656,363,finished,Milk Morinaga
1211,Ore to Akuma no Blues,"Drama, Historical, Horror, Psychological, Seinen",8.06,657,835,currently_publishing,Akira Hiramoto
3868,Shigurui,"Action, Drama, Gore, Historical, Martial Arts, Samurai, Seinen",8.06,658,612,finished,"Takayuki Yamaguchi, Norio Nanjou"
12917,Shaman King Kanzenban,"Action, Adventure, Comedy, Supernatural",8.06,660,1266,finished,Hiroyuki Takei
38105,Kase-san Series,"Girls Love, School",8.06,662,530,finished,Hiromi Takashima
41629,Hyouka,"Drama, Mystery, School, Shounen, Slice of Life",8.06,663,988,currently_publishing,"Honobu Yonezawa, Task Ohna"
114793,Rojica to Rakkasei,"Adventure, Fantasy, Psychological, Slice of Life",8.06,664,2777,finished, Kinome
128594,One Piece: Episode A,"Action, Adventure, Fantasy, Shounen, Super Power",8.06,665,1604,finished,"Eiichiro Oda, Tatsuya Hamazaki,  Boichi, Shou Hinata"
117332,Suki na Ko ga Megane wo Wasureta,"Comedy, Love Status Quo, Romance, School, Shounen",8.05,666,410,finished,Koume Fujichika
121209,Houkago Shounen Hanako-kun,"Comedy, Parody, School, Supernatural",8.05,667,2557,currently_publishing,Iro Aida
573,Wild Adapter,"Action, Boys Love, Comedy, Drama, Mystery, Organized Crime",8.05,668,2521,on_hiatus,Kazuya Minekura
649,Gunslinger Girl,"Action, Award Winning, Drama, Military, Psychological, Sci-Fi",8.05,669,714,finished,Yuu Aida
1092,Gokusen,"Action, Comedy, Delinquents, Josei, Organized Crime, Romance, School, Slice of Life, Workplace",8.05,670,1054,finished,Kozueko Morimoto
1659,Five Star Stories,"Mecha, Military, Sci-Fi",8.05,671,3410,currently_publishing,Mamoru Nagano
5711,Megumi no Daigo,"Action, Award Winning, Drama, Shounen",8.05,672,5775,finished,Masahito Soda
8742,Ashita no Ousama,"Josei, Performing Arts",8.05,673,4874,finished,Emiko Yachi
15104,Kingdom Hearts: 358/2 Days,"Fantasy, Shounen",8.05,674,1800,finished,"Shiro Amano, Tetsuya Nomura"
17517,Steins;Gate,"Drama, Mystery, Sci-Fi, Seinen",8.05,675,683,finished," Nitroplus, Yomi Sarachi"
61097,Baraou no Souretsu,"Action, Drama, Historical, Shoujo, Supernatural",8.05,678,991,finished,Aya Kanno
18570,Ultra Heaven,"Avant Garde, Drama, Psychological, Sci-Fi, Seinen",8.05,679,956,on_hiatus,Keiichi Koike
19980,Koi dano Ai dano,"Comedy, Romance, School, Shoujo",8.05,680,1778,finished,Ririko Tsujita
24903,Gangsta.,"Action, Adult Cast, Drama, Organized Crime, Seinen",8.05,681,233,currently_publishing, Kohske
44501,High Score Girl,"Comedy, Love Polygon, Romance, School, Seinen",8.05,684,1022,finished,Rensuke Oshikiri
98374,Cardcaptor Sakura: Clear Card-hen,"Adventure, Comedy, Fantasy, Mahou Shoujo, Romance, Shoujo",8.04,688,1146,finished, CLAMP
99007,"Komi-san wa, Comyushou desu.","Award Winning, Comedy, School, Shounen",8.04,689,29,finished,Tomohito Oda
167099,Kesa mo Yuraretemasu ​,"Comedy, Romance, Shounen",8.04,690,2175,currently_publishing,Eiji Masuda
648,Dogs: Bullets & Carnage,"Action, Drama, Seinen",8.04,691,516,on_hiatus,Shirow Miwa
1216,Gokinjo Monogatari,"Romance, Shoujo, Visual Arts",8.04,692,1486,finished,Ai Yazawa
1260,Higurashi no Naku Koro ni: Tatarigoroshi-hen,"Drama, Horror, Mystery, Psychological, Shounen",8.04,693,1343,finished,"Jirou Suzuki,  Ryukishi07"
3282,Hotarubi no Mori e,"Iyashikei, Romance, Shoujo",8.04,694,934,finished,Yuki Midorikawa
5775,Yamamoto Zenjirou to Moushimasu,"Childcare, Drama, Romance, Shoujo, Supernatural",8.04,695,3241,finished,Youko Maki
11914,Adekan,"Action, Historical, Shoujo",8.04,696,2004,currently_publishing,Tsukiji Nao
13271,Saraiya Goyou,"Adult Cast, Drama, Historical, Samurai, Seinen",8.04,697,2037,finished,Natsume Ono
151815,Konjiki no Gash!! 2,"Action, Adventure, Comedy, Supernatural",8.04,698,5799,currently_publishing,Makoto Raiku
55163,Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life, Survival, Suspense",8.04,700,315,finished,"Norimitsu Kaihou, Sadoru Chiba"
59893,Tanaka-kun wa Itsumo Kedaruge,"Iyashikei, School, Slice of Life",8.04,701,651,finished,Nozomi Uda
22986,Ran to Haiiro no Sekai,"Drama, Fantasy, Romance, Seinen, Supernatural",8.04,704,614,finished,Aki Irie
25245,Zoku Hoshi Mamoru Inu,"Pets, Seinen, Slice of Life",8.03,707,3074,finished,Takashi Murakami
35003,Yamada-kun to 7-nin no Majo,"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",8.03,708,114,finished,Miki Yoshikawa
41697,Ghost Hunt: Akumu no Sumu Ie,"Horror, Mystery, Shoujo, Supernatural",8.03,709,4584,finished,"Shiho Inada, Fuyumi Ono"
43857,Buttobi Itto,"Comedy, Shounen, Sports, Team Sports",8.03,711,15946,finished,Motoki Monma
130661,Josee to Tora to Sakana-tachi,"Drama, Romance, Visual Arts",8.03,713,2854,finished,"Nao Emoto, Seiko Tanabe"
130934,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,"Comedy, Romance",8.03,714,1200,currently_publishing," Saeki-san, Wan Shibata"
133081,Wind Breaker,"Action, Delinquents, School",8.03,715,756,currently_publishing,Satoru Nii
136975,Unmei no Hito ni Deau Hanashi,"Romance, Shoujo",8.03,716,1305,currently_publishing, Anashin
80385,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Isekai, Parody, Shounen",8.03,717,747,currently_publishing,"Masahito Watari, Natsume Akatsuki"
80719,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,"Drama, Fantasy, Isekai, Psychological, Seinen, Suspense, Time Travel",8.03,718,1414,finished,"Makoto Fuugetsu, Tappei Nagatsuki"
88110,Fate/stay night: Heaven's Feel,"Action, Fantasy, Seinen, Supernatural",8.03,719,2483,currently_publishing," Type-Moon, Task Ohna"
1184,Rough,"Comedy, Drama, Romance, School, Shounen, Sports, Team Sports",8.03,720,2880,finished,Mitsuru Adachi
1362,Hidamari Sketch,"CGDCT, Comedy, Iyashikei, School, Slice of Life, Visual Arts",8.03,721,2832,currently_publishing,Ume Aoki
1474,Devilman,"Action, Adventure, Drama, Fantasy, Horror, Mythology, Psychological, Sci-Fi, Shounen, Super Power, Supernatural",8.03,722,300,finished,Go Nagai
3076,Vassalord.,"Action, Boys Love, Comedy, Fantasy, Mystery, Shoujo, Supernatural, Vampire",8.03,723,1215,finished,Nanae Chrono
10179,Chichi no Koyomi,"Seinen, Slice of Life",8.03,724,2932,finished,Jiro Taniguchi
10330,Oboreru Knife,"Drama, Love Polygon, Romance, School, Shoujo, Showbiz",8.03,725,2519,finished,Asakura George
163232,Tower Dungeon,"Action, Fantasy, Shounen",8.03,728,1733,currently_publishing,Tsutomu Nihei
152907,Museru kurai no Ai wo Ageru,"Adult Cast, Romance, Shoujo",8.02,730,1387,currently_publishing,Keiko Iwashita
8,Full Moon wo Sagashite,"Comedy, Drama, Fantasy, Music, Romance, Shoujo, Showbiz, Supernatural",8.02,736,484,finished,Arina Tanemura
670,Bokurano,"Award Winning, Drama, Mecha, Psychological, Sci-Fi, Seinen, Survival",8.02,737,536,finished,Mohiro Kitoh
1741,Worst,"Action, Comedy, Delinquents, School, Shounen",8.02,738,1364,finished,Hiroshi Takahashi
4207,Boku no Hatsukoi wo Kimi ni Sasagu,"Award Winning, Romance, Shoujo, Slice of Life",8.02,739,901,finished,Kotomi Aoki
14978,Saiyuuki Reload Blast,"Action, Adventure, Comedy, Drama, Fantasy, Josei",8.02,740,4841,currently_publishing,Kazuya Minekura
128072,Zense Coupling,"Reincarnation, Romance, Supernatural",8.02,741,2102,finished,Waka Kakitsubata
128995,Restart wa Onaka wo Sukasete,"Boys Love, Slice of Life",8.02,742,4851,finished, Cocomi
59519,Be Blues! Ao ni Nare,"Award Winning, Shounen, Sports, Team Sports",8.02,744,3335,finished,Motoyuki Tanaka
62723,Noragami: Shuuishuu,"Fantasy, Mythology, Shounen",8.02,745,1825,finished, Adachitoka
84559,Nekota no Koto ga Kininatte Shikatanai.,"Comedy, Romance, School, Shoujo",8.02,746,1852,finished,Rie Oouta
83923,Fate/strange Fake,"Action, Fantasy, Supernatural",8.01,747,2371,currently_publishing,"Ryohgo Narita, Shizuki Morii"
163455,Phantom Busters,"School, Shounen, Supernatural",8.01,749,4440,currently_publishing, shoco
104271,Chi no Wadachi,"Drama, Psychological, Seinen, Suspense",8.01,752,113,finished,Shuuzou Oshimi
105430,Senryuu Shoujo,"Comedy, Love Status Quo, Romance, School, Shounen",8.01,753,572,finished,Masakuni Igarashi
110485,Shuumatsu no Walküre,"Action, Fantasy, Mythology, Seinen",8.01,754,89,currently_publishing,"Takumi Fukui, Shinya Umemura,  Ajichika"
118232,Watashi no Shiawase na Kekkon,"Adult Cast, Drama, Fantasy, Historical, Romance",8.01,755,952,currently_publishing,"Rito Kousaka, Akumi Agitogi"
122842,Kakeochi Girl,"Drama, Girls Love, Josei, Slice of Life",8.01,756,1630,finished, Battan
128463,Uruwashi no Yoi no Tsuki,"Romance, School, Shoujo",8.01,757,656,currently_publishing,Mika Yamamori
25916,Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,"Adventure, Drama, Fantasy, Shounen",8.01,758,4071,finished,"Masami Kurumada, Shiori Teshirogi"
52043,Chichikogusa,"Childcare, Shounen, Slice of Life",8.01,760,3157,finished,Mi Tagawa
442,Tekkon Kinkreet,"Action, Psychological, Seinen",8.01,761,1246,finished,Taiyou Matsumoto
976,Vampire Juujikai,"Shounen, Supernatural, Vampire",8.01,762,1649,finished,"Kyou Shirodaira, Yuri Kimura"
1605,Shoukoku no Altair,"Action, Award Winning, Fantasy, Military, Shounen",8.01,764,1421,finished,Kotono Katou
1735,Detroit Metal City,"Comedy, Gag Humor, Music, Seinen",8.01,765,1313,finished,Kiminori Wakasugi
4368,Toradora!,"Drama, Love Polygon, Romance, School",8.01,766,470,currently_publishing,"Yuyuko Takemiya,  Zekkyou"
14633,Seiyuu Ka!,"Crossdressing, Drama, Romance, School, Shoujo, Showbiz",8.01,768,1323,finished,Maki Minami
665,MeruPuri: Märchen☆Prince,"Comedy, Fantasy, Romance, Shoujo",8,769,813,finished,Matsuri Hino
1506,Sunadokei,"Award Winning, Love Polygon, Romance, Shoujo",8,770,1258,finished,Hinako Ashihara
17465,Omoide Emanon,"Drama, Seinen",8,771,250,finished,"Kenji Tsuruta, Shinji Kajio"
143031,Aishiteru Game wo Owarasetai,"Comedy, Romance, School",8,773,724,currently_publishing,Yuuki Doumoto
144034,Akane-banashi,"Drama, Performing Arts, Shounen",8,774,598,currently_publishing,"Takamasa Moue, Yuuki Suenaga"
68883,Colette wa Shinu Koto ni Shita,"Fantasy, Mythology, Romance, Shoujo",8,776,1688,finished,Alto Yukimura
25250,Voynich Hotel,"Comedy, Ecchi, Horror, Seinen",8,779,565,finished,Sayman Dowman
49865,Ajin,"Action, Gore, Horror, Mystery, Seinen, Supernatural",8,780,85,finished,"Gamon Sakurai, Tsuina Miura"
89562,Tsubaki-chou Lonely Planet,"Drama, Romance, Shoujo",8,781,375,finished,Mika Yamamori
99391,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Comedy, Iyashikei, Pets, Slice of Life",8,782,2223,currently_publishing,"Tunami Minatuki, As Futatsuya"
103942,Ao no Flag,"Romance, School, Shounen",8,783,239,finished, KAITO
136793,Itou Junji Jisen Kessakushuu,"Horror, Shoujo",8,785,1973,finished,Junji Itou
116539,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,"School, Shounen, Strategy Game",7.99,786,869,finished,"Takuma Yokota, Katsura Ise"
159093,Bocchi the Rock! Gaiden: Hiroi Kikuri no Fukazake Nikki,"Adult Cast, CGDCT, Comedy, Music",7.99,789,6040,currently_publishing, Kumichou
23,Ranma ½,"Action, Comedy, Ecchi, Harem, Martial Arts, Romance, School, Shounen",7.99,790,321,finished,Rumiko Takahashi
509,Saiyuuki,"Action, Adventure, Drama, Fantasy",7.99,791,1106,finished,Kazuya Minekura
7630,Toshokan Sensou: Love & War,"Action, Adult Cast, Military, Romance, Sci-Fi, Shoujo",7.99,793,2734,finished,"Hiro Arikawa, Kiiro Yumi"
11643,Kattobi Itto,"Comedy, Shounen, Sports, Team Sports",7.99,794,10066,finished,Motoki Monma
13897,Giant Killing,"Award Winning, Drama, Seinen, Sports, Team Sports",7.99,795,1560,currently_publishing,"Masaya Tsunamoto,  Tsujitomo"
14110,Seitokai Yakuindomo,"Comedy, Gag Humor, School, Shounen",7.99,796,817,finished,Tozen Ujiie
89553,Usemono Yado,"Drama, Shoujo",7.99,797,2200,finished, Hozumi
59961,Aoharu x Kikanjuu,"Crossdressing, Shounen, Sports, Team Sports",7.99,798,1261,finished, NAOE
28899,Steins;Gate: Onshuu no Brownian Motion,"Drama, Sci-Fi, Seinen",7.99,800,3975,finished," Nitroplus, Takeshi Mizoguchi"
45447,Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue,"Comedy, Love Polygon, Romance, School, Seinen",7.99,801,1956,finished,"Rechi Kazuki, Wataru Watari"
33251,Konya mo Nemurenai,"Boys Love, Supernatural",7.98,803,1044,finished,Kotetsuko Yamamoto
36615,Hori-san to Miyamura-kun,"Romance, School",7.98,804,1385,finished, HERO
146207,Usuzumi no Hate,"Adventure, Sci-Fi, Seinen",7.98,806,1556,currently_publishing,Haruo Iwamune
117044,Hypnosis Mic: Before the Battle - The Dirty Dawg,"Action, Music, Shounen",7.98,810,6107,finished,"Yuuichirou Momose, Rui Karasuzuki"
118166,Hypnosis Mic: Division Rap Battle - side F.P & M,"Action, Josei, Music",7.98,811,7803,finished,"Yuuichirou Momose, Kiiko Jou"
132975,Anemone wa Netsu wo Obiru,"Girls Love, School",7.98,813,2006,finished,Ren Sakuragi
105,Kekkaishi,"Action, Adventure, Award Winning, Mythology, Shounen, Supernatural",7.98,816,600,finished,Yellow Tanabe
544,Shigeshoushi,"Drama, Josei, Psychological, Romance",7.98,817,1413,finished,Mitsukazu Mihara
5029,Kingyosou,"Drama, Romance, Shoujo",7.98,818,2522,finished,Yuki Fujitsuka
13290,Ningen Shikkaku,"Drama, Historical, Psychological, Seinen",7.98,820,466,finished,"Usamaru Furuya, Osamu Dazai"
98578,Kanata no Astra,"Adventure, Award Winning, Mystery, Sci-Fi, Shounen, Space, Survival, Suspense",7.98,821,916,finished,Kenta Shinohara
107239,Maiko-san Chi no Makanai-san,"Award Winning, Gourmet, Iyashikei, Performing Arts, Shounen, Slice of Life",7.98,822,3109,finished,Aiko Koyama
104829,Sachi-iro no One Room,"Drama, Suspense",7.97,824,328,finished, Hakuri
37565,10 Dance,"Boys Love, Drama, Performing Arts, Seinen",7.97,825,2930,currently_publishing,Satou Inoue
155285,Boku no Papa to Papa no Hanashi,"Boys Love, Childcare",7.97,828,13933,currently_publishing, Roji
160,School Rumble,"Comedy, Gag Humor, Love Polygon, Romance, School, Shounen",7.97,829,625,finished,Jin Kobayashi
407,Life,"Award Winning, Drama, Psychological, School, Shoujo, Slice of Life",7.97,830,1048,finished,Keiko Suenobu
868,Karakuri Circus,"Adventure, Mystery, Shounen",7.97,831,2270,finished,Kazuhiro Fujita
5454,Golden Days,"Boys Love, Drama, Fantasy, Historical, Shoujo, Time Travel",7.97,832,4488,finished,Shigeru Takao
5820,Sumire♡16-sai!!,"Comedy, School, Shounen",7.97,833,3188,finished,Takeru Nagayoshi
11329,Mudazumonaki Kaikaku,"Comedy, Drama, Strategy Game",7.97,834,2131,finished,Hideki Oowada
14721,D-Frag!,"Comedy, School, Seinen",7.97,835,604,currently_publishing,Tomoya Haruno
81667,Overlord,"Action, Fantasy, Isekai",7.97,839,397,finished,"Fugin Miyama, Kugane Maruyama"
57015,Jitsu wa Watashi wa,"Comedy, Fantasy, Romance, School, Shounen, Supernatural",7.96,840,346,finished,Eiji Masuda
23627,Yowamushi Pedal,"Award Winning, Shounen, Sports",7.96,842,1351,currently_publishing,Wataru Watanabe
26441,"Maoyuu Maou Yuusha: 'Kono Ware no Mono to Nare, Yuusha yo' 'Kotowaru!'","Action, Adventure, Comedy, Fantasy, Mythology, Romance",7.96,843,1114,finished,"Akira Ishida, Mamare Touno"
96581,Zelda no Densetsu: Twilight Princess,"Action, Adventure, Fantasy",7.96,846,1779,finished,Akira Himekawa
112268,Sono Bisque Doll wa Koi wo Suru,"Otaku Culture, Romance, School, Seinen",7.96,849,61,finished,Shinichi Fukuda
119852,Haikyuu-bu!!,"Comedy, Shounen, Sports, Team Sports",7.96,850,4039,finished,Kyouhei Miyajima
129409,Girls & Panzer: Pravda Senki,"Action, Military, School",7.96,852,9928,finished,Hajime Yoshida
133,Tokyo Babylon,"Drama, Fantasy, Shoujo, Supernatural",7.96,859,865,finished, CLAMP
907,Mekakushi no Kuni,"Drama, Love Polygon, Romance, Shoujo, Supernatural",7.96,860,2114,finished,Sakura Tsukuba
926,Penguin Kakumei,"Comedy, Love Polygon, Romance, Shoujo, Showbiz",7.96,861,2195,finished,Sakura Tsukuba
1031,Bokura ga Ita,"Award Winning, Drama, Love Polygon, Romance, Shoujo",7.96,862,347,finished,Yuuki Obata
1067,Cesare: Hakai no Souzousha,"Historical, Seinen",7.96,863,2858,finished,Fuyumi Souryo
